barcode,product_name,editeur,supplier_name,total_qty_invoiced,list_price
9782070324132,RACE ET HISTOIRE,FOLIO,SODIS,1.00,9.5
9782070324743,CREPUSCULE DES IDOLES OU COMMENT PHILOSOPHER A COUPS DE MARTEAU,FOLIO,SODIS,2.00,8
9782070325146,PERSONNE NE SAIT MON NOM,FOLIO,SODIS,5.00,9
9782070325177,SCIENCE ET RELIGION,FOLIO,SODIS,1.00,8
9782070325573,L'ANTECHRIST / ECCE HOMO,FOLIO,SODIS,1.00,10
9782070326723,LES JEUX ET LES HOMMES - LE MASQUE ET LE VERTIGE,FOLIO,SODIS,5.00,10
9782070327867,NOTRE JEUNESSE / DE LA RAISON,FOLIO,SODIS,1.00,12.6
9782070327881,LETTRES A UN JEUNE POETE / LE POETE /LE JEUNE POETE,GALLIMARD,SODIS,1.00,8.3
9782070327997,POEMES,GALLIMARD,SODIS,1.00,11.3
9782070328284,"MOI, PIERRE RIVIERE, AYANT EGORGE MA MERE, MA SOEUR ET MON FRERE... - UN CAS DE PARRICIDE AU XIX SIE",FOLIO,SODIS,2.00,12.6
9782070329229,"L'INDIVIDU, LA MORT, L'AMOUR - SOI-MEME ET L'AUTRE EN GRECE ANCIENNE",FOLIO,SODIS,1.00,8
9782070336760,SUITE FRANCAISE,FOLIO,SODIS,1.00,11.1
9782070336876,LA PLACE,FOLIO,SODIS,1.00,6.5
9782070337903,LES LIVRES DE ROTH - LE COMPLOT CONTRE L'AMERIQUE,FOLIO,SODIS,2.00,10.5
9782070338290,LES ROUGON-MACQUART - V - LA FAUTE DE L'ABBE MOURET,FOLIO,SODIS,1.00,9.5
9782070338962,LES LIAISONS DANGEREUSES,FOLIO,SODIS,1.00,5
9782070338979,NOUVELLES HISTOIRES EXTRAORDINAIRES,FOLIO,SODIS,1.00,7.60
9782070342723,LUNE DE MIEL EN ENFER,FOLIO,SODIS,1.00,9
9782070344543,NEIGE,FOLIO,SODIS,1.00,11.1
9782070344888,PREMIER AMOUR / NID DE GENTILHOMME,FOLIO,SODIS,1.00,6.5
9782070344895,UN COEUR SI BLANC,FOLIO,SODIS,1.00,10.5
9782070344994,FRANZ ET CLARA,FOLIO,SODIS,1.00,8.5
9782070347506,DE L'INEGALITE PARMI LES SOCIETES - ESSAI SUR L'HOMME ET L'ENVIRONNEMENT DANS L'HISTOIRE,FOLIO,SODIS,1.00,14.5
9782070349821,LA PRESENCE PURE ET AUTRES TEXTES,GALLIMARD,SODIS,1.00,8.3
9782070350896,LES BIENVEILLANTES,FOLIO,SODIS,2.00,15.5
9782070351404,TOURS ET DETOURS DE LA VILAINE FILLE,FOLIO,SODIS,1.00,10.5
9782070354726,UNE GRANDE AMITIE - CORRESPONDANCE 1926-1972,GALLIMARD,SODIS,1.00,5.3
9782070355662,LES LANGAGES DE PAO,FOLIO,SODIS,1.00,9
9782070356980,LA SEPARATION,FOLIO,SODIS,1.00,10
9782070357574,EMPHYRIO,FOLIO,SODIS,1.00,10
9782070358601,ISTANBUL - SOUVENIRS D'UNE VILLE,FOLIO,SODIS,1.00,11.9
9782070359479,LE QUART,FOLIO,SODIS,1.00,9.5
9782070360024,L'ETRANGER,FOLIO,SODIS,11.00,7.60
9782070360109,LA CHUTE,FOLIO,SODIS,1.00,7.60
9782070360161,NOCES / L'ETE,FOLIO,SODIS,1.00,8
9782070360284,VOYAGE AU BOUT DE LA NUIT,FOLIO,SODIS,3.00,11.1
9782070360420,LA PESTE,FOLIO,SODIS,4.00,8.5
9782070360536,LE CYCLE DE FONDATION - I - FONDATION,FOLIO,SODIS,1.00,8.5
9782070360550,LE CYCLE DE FONDATION - II - FONDATION ET EMPIRE,FOLIO,SODIS,1.00,9
9782070360574,LA RELIGIEUSE,FOLIO,SODIS,1.00,5.8
9782070360789,L'EXIL ET LE ROYAUME,FOLIO,SODIS,1.00,8
9782070360925,LE PLANETARIUM,FOLIO,SODIS,1.00,8
9782070361625,LE BRUIT ET LA FUREUR,FOLIO,SODIS,1.00,10
9782070362134,"MONTAILLOU, VILLAGE OCCITAN DE 1294 A 1324",FOLIO,SODIS,1.00,13.3
9782070362202,CHRONIQUES - I - UN ROI SANS DIVERTISSEMENT,FOLIO,SODIS,1.00,8.5
9782070362387,RAVAGE,FOLIO,SODIS,1.00,9.5
9782070363735,LA PROMESSE DE L'AUBE,FOLIO,SODIS,3.00,9.5
9782070364190,LE PETIT ARPENT DU BON DIEU,FOLIO,SODIS,1.00,8.5
9782070364770,LES JUSTES - PIECE EN CINQ ACTES,FOLIO,SODIS,1.00,6.5
9782070365890,AU-DELA DU FLEUVE ET SOUS LES ARBRES,FOLIO,SODIS,1.00,10.5
9782070366293,L'ANE D'OR OU LES METAMORPHOSES,FOLIO,SODIS,1.00,8
9782070366361,LE MEDECIN DE CAMPAGNE,FOLIO,SODIS,1.00,7.60
9782070366491,LE PAVILLON D'OR,FOLIO,SODIS,1.00,9.5
9782070367184,LA FIN D'UN PRIMITIF,FOLIO,SODIS,1.00,9.5
9782070367689,L'INVITEE,FOLIO,SODIS,1.00,10
9782070368082,LE LION,FOLIO,SODIS,1.00,8.5
9782070368600,NOTRE-DAME-DES-FLEURS,FOLIO,SODIS,1.00,9.5
9782070368730,RIEN N'EST SIMPLE,FOLIO,SODIS,31.00,8
9782070369775,LA SEQUESTREE DE POITIERS / L'AFFAIRE REDUREAU,FOLIO,SODIS,1.00,8
9782070370009,LES FLEURS BLEUES,FOLIO,SODIS,1.00,8.5
9782070370412,ALEXIS OU LE TRAITE DU VAIN COMBAT/LE COUP DE GRACE,FOLIO,SODIS,1.00,8.5
9782070371426,LES TAMBOURS DE LA PLUIE,FOLIO,SODIS,1.00,9.5
9782070371624,DES FEUX MAL ETEINTS,FOLIO,SODIS,2.00,9.5
9782070371655,LE LABYRINTHE DU MONDE - I - SOUVENIRS PIEUX,FOLIO,SODIS,1.00,9.5
9782070372188,EURYDICE / ROMEO ET JEANNETTE,FOLIO,SODIS,1.00,9.5
9782070372584,LES BRAVES GENS NE COURENT PAS LES RUES,FOLIO,SODIS,1.00,8.5
9782070372713,LA VILLE ET LES CHIENS,FOLIO,SODIS,4.00,10.5
9782070373628,LA VIE DEVANT SOI,FOLIO,SODIS,116.00,9
9782070374670,LES CERFS-VOLANTS,FOLIO,SODIS,3.00,10
9782070374809,SA MAJESTE DES MOUCHES,FOLIO,SODIS,3.00,9.5
9782070376001,LES ARMOIRES VIDES,FOLIO,SODIS,1.00,8
9782070376186,"S'IL BRAILLE, LACHE-LE...",FOLIO,SODIS,1.00,10.5
9782070376452,DES BATEAUX DANS LA NUIT,FOLIO,SODIS,1.00,10
9782070377503,LE MONDE REEL - AURELIEN,FOLIO,SODIS,1.00,13.3
9782070377978,L'ANGOISSE DU ROI SALOMON,FOLIO,SODIS,1.00,9.5
9782070378180,LA FEMME GELEE,FOLIO,SODIS,1.00,7.60
9782070379293,"MOI, TITUBA SORCIERE... - NOIRE DE SALEM",FOLIO,SODIS,2.00,9.5
9782070379491,LE COEUR COUSU,FOLIO,SODIS,3.00,10.5
9782070382040,HORS D'ATTEINTE ?,FOLIO,SODIS,1.00,8
9782070382118,UNE FEMME,FOLIO,SODIS,2.00,8
9782070382521,DANUBE,FOLIO,SODIS,1.00,12.6
9782070382583,UN ETE DANS L'OUEST,FOLIO,SODIS,1.00,9.5
9782070382880,UN HOMME QUI DORT,FOLIO,SODIS,2.00,8
9782070383023,AVICENNE OU LA ROUTE D'ISPAHAN,FOLIO,SODIS,1.00,12.6
9782070383184,LA DEFENSE LOUJINE,FOLIO,SODIS,1.00,9.5
9782070383269,LETTRES A UN AMI ALLEMAND,FOLIO,SODIS,1.00,8
9782070384013,BLUES POUR SONNY,FOLIO,SODIS,1.00,3
9782070384587,LA CAUSE DES FEMMES / LE TEMPS DES MALENTENDUS,FOLIO,SODIS,1.00,10.5
9782070385263,LE PETIT GARCON,FOLIO,SODIS,1.00,9.5
9782070385287,LES SEPT PILIERS DE LA SAGESSE,FOLIO,SODIS,1.00,14.5
9782070386062,CONFESSIONS,FOLIO,SODIS,1.00,7.60
9782070387601,LES PLAISIRS ET LES JOURS / L'INDIFFERENT ET AUTRES TEXTES,FOLIO,SODIS,1.00,8.5
9782070388400,PASSION SIMPLE,FOLIO,SODIS,3.00,8
9782070388608,LE TRES-BAS,FOLIO,SODIS,1.00,5.8
9782070389629,LES FRERES KARAMAZOV,FOLIO,SODIS,1.00,10
9782070392704,QUINZE ANS,FOLIO,SODIS,1.00,9.5
9782070393145,L'ENFANT VOLE,FOLIO,SODIS,1.00,10
9782070393763,ECRIRE,FOLIO,SODIS,1.00,5.8
9782070394333,LA MORT D'IVAN ILITCH / MAITRE ET SERVITEUR / TROIS MORTS,FOLIO,SODIS,1.00,9.5
9782070394722,LA CLASSE DE NEIGE,FOLIO,SODIS,1.00,8
9782070394821,LES JEUX SONT FAITS,FOLIO,SODIS,1.00,8
9782070396948,LE GRAND MEAULNES,FOLIO,SODIS,1.00,5.8
9782070399314,RAPPORT MINORITAIRE/MINORITY REPORT - SOUVENIRS A VENDRE/WE CAN REMEMBER IT FOR YOU WHOLESALE,FOLIO,SODIS,1.00,11.1
9782070399505,ENSOR - LE CARNAVAL DE LA VIE,GALLIMARD,SODIS,2.00,8.55
9782070399604,LE CLAN DES OSTENDAIS,FOLIO,SODIS,20.00,8
9782070401017,LE PREMIER HOMME,FOLIO,SODIS,2.00,9
9782070401215,DISCOURS DE SUEDE,FOLIO,SODIS,1.00,5.8
9782070402472,LES ANNEES,FOLIO,SODIS,3.00,9
9782070402564,HERZOG,FOLIO,SODIS,1.00,10
9782070402588,UN BRILLANT AVENIR,FOLIO,SODIS,4.00,9.5
9782070402670,MEMOIRES D'HADRIEN,FOLIO,SODIS,2.00,9
9782070402922,LES ANNEES D'APPRENTISSAGE DE WILHELM MEISTER,FOLIO,SODIS,1.00,13.9
9782070403004,MONSIEUR MALAUSSENE,FOLIO,SODIS,1.00,11.9
9782070403073,TRUISMES,FOLIO,SODIS,1.00,8
9782070403264,TESTAMENT A L'ANGLAISE,FOLIO,SODIS,2.00,11.9
9782070403929,AUTUMN,FOLIO,SODIS,1.00,9.5
9782070404070,LA TRAVERSEE,FOLIO,SODIS,1.00,9.5
9782070405374,LE COMTE DE MONTE-CRISTO - VOL01,FOLIO,SODIS,2.00,9.5
9782070405404,LE COIN DU VOILE,FOLIO,SODIS,1.00,8
9782070405923,LE COMTE DE MONTE-CRISTO - VOL02,FOLIO,SODIS,2.00,9.5
9782070407156,LA HONTE,FOLIO,SODIS,1.00,5.8
9782070407477,CITADELLE,FOLIO,SODIS,3.00,10.5
9782070408504,LE PETIT PRINCE,FOLIO,SODIS,27.00,7.5
9782070409310,CYRANO DE BERGERAC,FOLIO,SODIS,1.00,3
9782070410149,LA FEMME A VENIR,FOLIO,SODIS,2.00,7.60
9782070410286,LE BOURGMESTRE DE FURNES,FOLIO,SODIS,6.00,8
9782070410859,PIERRE ET JEAN,FOLIO,SODIS,4.00,3
9782070411184,LE COLONEL CHABERT,FOLIO,SODIS,10.00,2.5
9782070411191,BOULE DE SUIF ET AUTRES NOUVELLES,FOLIO,SODIS,1.00,5.8
9782070411429,LES ROUGON-MACQUART - XIII - GERMINAL,FOLIO,SODIS,10.00,4
9782070411771,RENDEZ-VOUS AU COLORADO,FOLIO,SODIS,1.00,8.5
9782070414024,LE BANC DE LA DESOLATION ET AUTRES NOUVELLES,FOLIO,SODIS,1.00,10
9782070414345,LES TESTAMENTS TRAHIS,FOLIO,SODIS,1.00,9.5
9782070414734,LE SEIGNEUR DES PORCHERIES - LE TEMPS VENU DE TUER LE VEAU GRAS ET D'ARMER LES JUSTES,FOLIO,SODIS,3.00,10.5
9782070415731,FAHRENHEIT 451,FOLIO,SODIS,2.00,7.60
9782070416288,MANUELLA,FOLIO,SODIS,1.00,8.5
9782070416691,UNE ETOILE M'A DIT,FOLIO,SODIS,1.00,8
9782070416738,SYNGUE SABOUR - PIERRE DE PATIENCE,FOLIO,SODIS,1.00,8
9782070416806,BALZAC ET LA PETITE TAILLEUSE CHINOISE,FOLIO,SODIS,2.00,9
9782070416967,"LA PLUIE, AVANT QU'ELLE TOMBE",FOLIO,SODIS,1.00,9
9782070417186,SOLEA - UNE ENQUETE DE FABIO MONTALE,FOLIO,SODIS,1.00,9.5
9782070417360,LES LIVRES DE ZUCKERMAN - PASTORALE AMERICAINE,FOLIO,SODIS,2.00,10.5
9782070417940,LA JEUNE FILLE A LA PERLE,FOLIO,SODIS,2.00,9.5
9782070418985,FANTOMES ET FARFAFOUILLES,FOLIO,SODIS,1.00,9.5
9782070419029,SUR WALTER BENJAMIN,FOLIO,SODIS,1.00,10
9782070419234,L'EVENEMENT,FOLIO,SODIS,9.00,7.60
9782070419258,TOUT LE MONDE EST OCCUPE,FOLIO,SODIS,1.00,5.2
9782070419586,OCEAN MER,FOLIO,SODIS,1.00,9
9782070419654,SOIE,FOLIO,SODIS,4.00,8
9782070419845,JEU ET REALITE - L'ESPACE POTENTIEL,FOLIO,SODIS,10.00,9.5
9782070421251,LES AVENTURES DE PINOCCHIO - HISTOIRE D'UN PANTIN,FOLIO,SODIS,1.00,7.60
9782070421329,L'HOMME DE COUR,FOLIO,SODIS,1.00,11.9
9782070421428,LES GENS,FOLIO,SODIS,1.00,9
9782070421961,LES DEMEUREES,FOLIO,SODIS,10.00,5.2
9782070423477,LE MASQUE DE LA MORT ROUGE ET AUTRES NOUVELLES FANTASTIQUES,FOLIO,SODIS,6.00,8.5
9782070423514,LA FONTAINE PETRIFIANTE,FOLIO,SODIS,1.00,9.5
9782070424603,L'UNIVERS EN FOLIE,FOLIO,SODIS,1.00,9
9782070425549,LES CHIOTS,FOLIO,SODIS,1.00,2
9782070425716,NULLE ET GRANDE GUEULE,FOLIO,SODIS,1.00,9.5
9782070426201,DJAMILIA,FOLIO,SODIS,1.00,4
9782070427109,RESSUSCITER,FOLIO,SODIS,2.00,8
9782070428175,MON NOM EST ROUGE,FOLIO,SODIS,1.00,13.3
9782070428243,JE CONNAIS GENS DE TOUTES SORTES,FOLIO,SODIS,1.00,9.5
9782070435876,LE PUBLIC ET SES PROBLEMES,FOLIO,SODIS,2.00,9.5
9782070435883,L'ART COMME EXPERIENCE,FOLIO,SODIS,3.00,12.6
9782070437276,LE SPLEEN DE PARIS - PETITS POEMES EN PROSE,FOLIO,SODIS,1.00,5.2
9782070437849,L'HOMME QUI M'AIMAIT TOUT BAS,FOLIO,SODIS,3.00,8
9782070437870,LE COMPAGNON DE VOYAGE,FOLIO,SODIS,1.00,5.8
9782070439713,ULYSSE,FOLIO,SODIS,1.00,14.5
9782070440511,ENTRE CIEL ET TERRE,FOLIO,SODIS,2.00,9
9782070440610,UNE BONNE EPOUSE INDIENNE,FOLIO,SODIS,2.00,10
9782070441235,L'ARCHIPEL DU REVE,FOLIO,SODIS,1.00,9.5
9782070441495,ARIEL,GALLIMARD,SODIS,2.00,7.3
9782070444694,SUR LA ROUTE - LE ROULEAU ORIGINAL,FOLIO,SODIS,1.00,10.5
9782070445318,GATSBY LE MAGNIFIQUE,FOLIO,SODIS,1.00,6.5
9782070446056,JANE EYRE,FOLIO,SODIS,2.00,7.60
9782070446421,URKAS ! - ITINERAIRE D'UN PARFAIT BANDIT SIBERIEN,FOLIO,SODIS,1.00,10
9782070446599,CALIGULA,FOLIO,SODIS,1.00,8
9782070449583,LE POIDS DU PAPILLON,FOLIO,SODIS,4.00,6.5
9782070450794,DE LA REVOLUTION,FOLIO,SODIS,1.00,11.9
9782070451067,SI UNE NUIT D'HIVER UN VOYAGEUR,FOLIO,SODIS,1.00,9.5
9782070451159,POURQUOI LIRE LES CLASSIQUES,FOLIO,SODIS,1.00,9
9782070452491,CINEMA ET AUTRES NOUVELLES/CINEMA E ALTRE NOVELLE,FOLIO,SODIS,2.00,7.60
9782070453559,AVEC LES ALCOOLIQUES ANONYMES,FOLIO,SODIS,1.00,9
9782070453603,JUST KIDS,FOLIO,SODIS,2.00,9.5
9782070453979,"LIVRES PILLES, LECTURES SURVEILLEES - LES BIBLIOTHEQUES FRANCAISES SOUS L'OCCUPATION",FOLIO,SODIS,1.00,12.6
9782070454075,AMOK,FOLIO,SODIS,1.00,4.60
9782070455898,POSSIBLES FUTURS,GALLIMARD,SODIS,10.00,8.3
9782070458042,SAUVER ISPAHAN,FOLIO,SODIS,1.00,11.1
9782070458202,LE HORLA,FOLIO,SODIS,2.00,3
9782070458851,LE DESORDRE DES FAMILLES - LETTRES DE CACHET DES ARCHIVES DE LA BASTILLE AU XVIII SIECLE,FOLIO,SODIS,2.00,10.5
9782070459230,LE FLUTISTE INVISIBLE,FOLIO,SODIS,1.00,8
9782070459551,UN HOMME EFFACE,FOLIO,SODIS,1.00,8.5
9782070459568,EN SYRIE,FOLIO,SODIS,3.00,6.5
9782070461448,LE LISEUR DU 6H27,FOLIO,SODIS,1.00,8.5
9782070462131,BUFFALO BILL,FOLIO,SODIS,1.00,10.5
9782070462254,COMME UN CHANT D'ESPERANCE,FOLIO,SODIS,1.00,8
9782070462735,REGARDE LES LUMIERES MON AMOUR,FOLIO,SODIS,2.00,7.60
9782070462841,LE CHEF-D'OEUVRE INCONNU,FOLIO,SODIS,1.00,2
9782070462872,LA METAMORPHOSE,FOLIO,SODIS,1.00,2
9782070464296,LES EXTREMES,FOLIO,SODIS,1.00,10.5
9782070465644,LES INSULAIRES,FOLIO,SODIS,1.00,9.5
9782070465712,LA GRANDE VIE,FOLIO,SODIS,1.00,7.60
9782070465750,"""ON A TIRE SUR LE PRESIDENT""",FOLIO,SODIS,1.00,9
9782070465798,L'AFFAIRE COLLINI,FOLIO,SODIS,1.00,8
9782070465804,LA FAMILLE KARNOVSKI,FOLIO,SODIS,1.00,11.1
9782070466368,CHASSEURS DE TETES,FOLIO,SODIS,1.00,9
9782070467105,VOYAGE EN AMERIQUE,FOLIO,SODIS,1.00,11.9
9782070468157,L'AMOUR ET LES FORETS,FOLIO,SODIS,1.00,9.5
9782070468188,DANS LE JARDIN DE L'OGRE,FOLIO,SODIS,1.00,8.5
9782070468805,AMERICANAH,FOLIO,SODIS,5.00,10
9782070468928,ET LA LUMIERE FUT,FOLIO,SODIS,1.00,9
9782070469260,L'ORANGERAIE,FOLIO,SODIS,3.00,7.60
9782070469710,LA FAILLE,FOLIO,SODIS,1.00,9.5
9782070469741,LA PANSE,FOLIO,SODIS,1.00,9.5
9782070469826,LETTRE D'UNE INCONNUE,FOLIO,SODIS,2.00,2
9782070511914,LE THEATRE DE MOTORDU,GALLIMARD JEUNE,SODIS,1.00,17
9782070521623,HECTOR BERLIOZ,GALLIMARD JEUNE,SODIS,1.00,13.15
9782070524914,FRANZ SCHUBERT,GALLIMARD JEUNE,SODIS,1.00,16.5
9782070542017,CLAUDE DEBUSSY,GALLIMARD JEUNE,SODIS,1.00,16.5
9782070545216,DIX PETITES GRAINES,GALLIMARD JEUNE,SODIS,1.00,13.5
9782070550777,QUATRE FILLES ET UN JEAN - III - LE TROISIEME ETE,GALLIMARD JEUNE,SODIS,1.00,8.2
9782070556304,QUE CENT FLEURS S'EPANOUISSENT,GALLIMARD JEUNE,SODIS,5.00,8.5
9782070561995,AU REVOIR BLAIREAU,GALLIMARD JEUNE,SODIS,2.00,14.9
9782070573301,"MES MUSIQUES POUR DANSER - 6 MUSIQUES A ECOUTER, 6 IMAGES A REGARDER",GALLIMARD JEUNE,SODIS,2.00,10
9782070576968,MATILDA,GALLIMARD JEUNE,SODIS,1.00,9.70
9782070577071,LA SORCIERE DE LA RUE MOUFFETARD ET AUTRES CONTES DE LA RUE BROCA,GALLIMARD JEUNE,SODIS,2.00,6.95
9782070577316,JOURS DE COLLEGES,GALLIMARD JEUNE,SODIS,25.00,7.9
9782070577347,"MES COULEURS - 5 SONS A ECOUTER, 5 MATIERES A TOUCHER",GALLIMARD JEUNE,SODIS,2.00,13.5
9782070578238,"MES GROSSES BETES - 5 SONS A ECOUTER, 5 MATIERES A TOUCHER",GALLIMARD JEUNE,SODIS,2.00,13.5
9782070583775,LES MALHEURS DE SOPHIE,GALLIMARD JEUNE,SODIS,1.00,7
9782070585236,HARRY POTTER - VII - HARRY POTTER ET LES RELIQUES DE LA MORT - EDITION 2017,GALLIMARD JEUNE,SODIS,1.00,16.4
9782070591183,"MES COMPTINES DU MONDE - 6 COMPTINES, 6 IMAGES, 6 PUCES",GALLIMARD JEUNE,SODIS,2.00,10
9782070591206,PACO ET MOZART - 16 MUSIQUES A ECOUTER,GALLIMARD JEUNE,SODIS,1.00,14.5
9782070591213,PACO ET VIVALDI - 16 MUSIQUES A ECOUTER,GALLIMARD JEUNE,SODIS,1.00,14.5
9782070599592,LA GRANDE ENCYCLOPEDIE VISUELLE,GALLIMARD JEUNE,SODIS,3.00,29.95
9782070599639,PIP ET PRUNE : AU BORD DE LA MER,GALLIMARD JEUNE,SODIS,2.00,11.9
9782070599837,L'EXPLORATEUR,GALLIMARD JEUNE,SODIS,1.00,9.8
9782070599905,EMILE REVE,GALL JEUN GIBOU,SODIS,1.00,6.9
9782070601387,CULOTTEES - VOL01 - DES FEMMES QUI NE FONT QUE CE QU'ELLES VEULENT,GALLIMARD BD,Union Distribution (UD),3.00,20.5
9782070601578,CHARLIE ET LA CHOCOLATERIE,GALLIMARD JEUNE,SODIS,20.00,7.5
9782070601585,MATILDA,GALLIMARD JEUNE,SODIS,43.00,8.95
9782070601608,LA POTION MAGIQUE DE GEORGES BOUILLON,GALLIMARD JEUNE,SODIS,22.00,7.9
9782070601622,CHARLIE ET LE GRAND ASCENSEUR DE VERRE,GALLIMARD JEUNE,SODIS,1.00,7.9
9782070610686,LE GRAND LIVRE DE BEATRIX POTTER - L'INTEGRALE DES 23 CONTES CLASSIQUES DE L'AUTEUR,GALLIMARD JEUNE,SODIS,2.00,29.90
9782070612758,LE PETIT PRINCE,GALLIMARD JEUNE,SODIS,12.00,7.5
9782070612765,LE PETIT NICOLAS,GALLIMARD JEUNE,SODIS,1.00,8.9
9782070613441,QUATRE FILLES ET UN JEAN - IV - LE DERNIER ETE,GALLIMARD JEUNE,SODIS,1.00,8.5
9782070615179,LE JARDIN,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070616336,LE CHATEAU FORT,GALLIMARD JEUNE,SODIS,25.00,9.9
9782070616435,LA FLEUR,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070616442,LE LOUP,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070616633,L'ATTAQUE DU CHATEAU FORT,GALLIMARD JEUNE,SODIS,25.00,9.9
9782070617135,L'ENFANT QUI PARLAIT AUX ANIMAUX,GALLIMARD JEUNE,SODIS,38.00,7.7
9782070619467,LE COLLEGE FANTOME,GALLIMARD JEUNE,SODIS,5.00,4
9782070622276,L'ELUE,GALLIMARD JEUNE,SODIS,1.00,7.9
9782070623242,"CELESTE, MA PLANETE",GALLIMARD JEUNE,SODIS,46.00,5
9782070623624,L'ECUREUIL,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070623914,LA BALLADE DE CORNEBIQUE,GALLIMARD JEUNE,SODIS,1.00,7
9782070624119,LA TERRE ET LE CIEL,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070627455,LES BIZARDOS REVENT DE DINOSAURES,GALLIMARD JEUNE,SODIS,1.00,4.9
9782070629459,TOBIE LOLNESS - VOL01 - LA VIE SUSPENDUE,GALLIMARD JEUNE,SODIS,1.00,9.8
9782070629466,TOBIE LOLNESS - VOL02 - LES YEUX D'ELISHA,GALLIMARD JEUNE,SODIS,1.00,9.8
9782070631216,"MES ANIMAUX - 6 IMAGES A REGARDER, 6 SONS A ECOUTER",GALLIMARD JEUNE,SODIS,2.00,10
9782070631537,LES FABULEUSES POCHES D'ANGELIQUE BRIOCHE,GALLIMARD JEUNE,SODIS,1.00,12.20
9782070634361,FELICIDAD,GALLIMARD JEUNE,SODIS,4.00,6.10
9782070635023,LE HERISSON,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070635429,LE CHAGRIN DU ROI MORT,GALLIMARD JEUNE,SODIS,1.00,8.2
9782070639960,COUCOUS BOUZON,GALLIMARD BD,Union Distribution (UD),1.00,16.5
9782070640300,LE BLAIREAU,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070644254,EMILE EST INVISIBLE,GALL JEUN GIBOU,SODIS,1.00,6.9
9782070645923,PIP ET PRUNE : LE MONSTRE TERRIFIANT,GALLIMARD JEUNE,SODIS,1.00,11.9
9782070646234,CHEZ PAPA ET CHEZ MAMAN - MES DEUX MAISONS,GALLIMARD JEUNE,SODIS,2.00,14.9
9782070650057,MILLE CHOSES A FAIRE AVEC UN BOUT DE BOIS,GALLIMARD JEUNE,SODIS,4.00,14.5
9782070650279,GRUFFALO,GALLIMARD JEUNE,SODIS,1.00,13.5
9782070650644,VENDREDI OU LA VIE SAUVAGE,GALLIMARD JEUNE,SODIS,25.00,6.2
9782070651146,EMILE SE DEGUISE,GALL JEUN GIBOU,SODIS,1.00,6.9
9782070651337,LA LUNE,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070653041,BALEINES ET DAUPHINS,GALLIMARD JEUNE,SODIS,1.00,7.9
9782070653331,APRES LA VAGUE,GALLIMARD JEUNE,SODIS,1.00,8.9
9782070653768,LA PASSE-MIROIR - VOL01 - LES FIANCES DE L'HIVER,GALLIMARD JEUNE,SODIS,4.00,19.90
9782070655403,PETITES POESIES POUR JOURS DE PLUIE ET DE SOLEIL,GALLIMARD JEUNE,SODIS,1.00,7.5
9782070657063,LE GRAND LIVRE D'ACTIVITES POUR LES FILLES CREATIVES ET BRICOLEUSES,GALLIMARD JEUNE,SODIS,1.00,17.8
9782070657896,FEU DE JOIE ET AUTRES CHANSONS,GALLIMARD JEUNE,SODIS,1.00,7.5
9782070659241,LES 15 PLUS BELLES HISTOIRES DE PRINCES ET DE PRINCESSES,GALLIMARD JEUNE,SODIS,1.00,13.5
9782070660346,CUCU LA PRALINE - T06 - CUCU LA PRALINE MENE LA DANSE,GALLIMARD JEUNE,SODIS,1.00,7.4
9782070661831,"LES ROYAUMES DE FEU, 1 - LA PROPHETIE",GALLIMARD JEUNE,SODIS,2.00,17
9782070661848,"LES ROYAUMES DE FEU, 2 - LA PRINCESSE DISPARUE",GALLIMARD JEUNE,SODIS,3.00,17
9782070661855,"LES ROYAUMES DE FEU, 3 - AU COEUR DE LA JUNGLE",GALLIMARD JEUNE,SODIS,1.00,17
9782070661862,"LES ROYAUMES DE FEU, 4 - L'ILE AU SECRET",GALLIMARD JEUNE,SODIS,1.00,17
9782070661879,"LES ROYAUMES DE FEU, 5 - LA NUIT-LA-PLUS-CLAIRE",GALLIMARD JEUNE,SODIS,3.00,17
9782070664092,365 ACTIVITES EN PLEIN AIR,GALLIMARD JEUNE,SODIS,1.00,19.95
9782070664269,EMILE DESCEND LES POUBELLES,GALL JEUN GIBOU,SODIS,1.00,6.9
9782070665570,LE VOYAGE EN AVION,GALLIMARD JEUNE,SODIS,1.00,9.9
9782070665693,GRAND-PERE LION OUBLIE TOUT,GALLIMARD JEUNE,SODIS,1.00,13.5
9782070666324,PAX ET LE PETIT SOLDAT,GALLIMARD JEUNE,SODIS,13.00,7.9
9782070667055,LE CLUB DES BABY-SITTERS - T01 - L'IDEE GENIALE DE KRISTY,GALLIMARD JEUNE,SODIS,160.00,5
9782070667222,LE PETIT PRINCE - LE GRAND LIVRE POP-UP,GALLIMARD JEUNE,SODIS,3.00,30
9782070668236,DICTIONNAIRE DU PERE NOEL,GALLIMARD JEUNE,SODIS,1.00,20
9782070668717,"MES PETITS ANIMAUX - 5 SONS A ECOUTER, 5 MATIERES A TOUCHER",GALLIMARD JEUNE,SODIS,4.00,13.5
